Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,ApplicantIncome_log,TotalIncome
LP001744,Male,No,0,Graduate,No,2971,2791.0,360.0,1.0,Semiurban,Y,4.969813299576001,7.9966538754626075,5762.0
LP002138,Male,Yes,0,Graduate,No,2625,6250.0,360.0,1.0,Rural,Y,5.231108616854587,7.872836175025724,8875.0
LP001241,Female,No,0,Graduate,No,4300,0.0,360.0,0.0,Semiurban,N,4.912654885736052,8.366370301681654,4300.0
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,360.0,1.0,Semiurban,Y,4.997212273764115,8.456806041401142,6700.0
LP002984,Male,Yes,2,Graduate,No,7583,0.0,360.0,1.0,Urban,Y,5.231108616854587,8.933664178700935,7583.0
LP001841,Male,No,0,Not Graduate,Yes,2583,2167.0,360.0,1.0,Rural,Y,4.6443908991413725,7.8567067930958405,4750.0
LP002082,Male,Yes,0,Graduate,Yes,5818,2160.0,360.0,1.0,Semiurban,Y,5.214935757608986,8.668711839055147,7978.0
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,360.0,0.0,Rural,N,4.8283137373023015,7.744569809354496,3564.0
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,60.0,1.0,Urban,Y,4.8283137373023015,8.867850063029406,7100.0
LP002225,Male,Yes,2,Graduate,No,5391,0.0,360.0,1.0,Urban,Y,4.867534450455582,8.592486175451668,5391.0
LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,360.0,0.0,Rural,N,5.929589143389895,9.067162602299854,13649.0
LP001760,Male,,,Graduate,No,4758,0.0,480.0,1.0,Semiurban,Y,5.062595033026967,8.467582690862903,4758.0
LP002370,Male,No,0,Not Graduate,No,2717,0.0,180.0,1.0,Urban,Y,4.0943445622221,7.907283609426348,2717.0
LP001904,Male,Yes,0,Graduate,No,3103,1300.0,360.0,1.0,Urban,Y,4.382026634673881,8.04012466444838,4403.0
LP001144,Male,Yes,0,Graduate,No,5821,0.0,360.0,1.0,Urban,Y,4.969813299576001,8.669227347271736,5821.0
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,360.0,0.0,Urban,N,4.6443908991413725,8.060224240440958,5230.0
LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,360.0,,Semiurban,N,5.247024072160486,7.926241523170962,4311.0
LP001263,Male,Yes,3+,Graduate,No,3167,4000.0,300.0,0.0,Semiurban,N,5.19295685089021,8.06054004653864,7167.0
LP002236,Male,Yes,2,Graduate,No,4566,0.0,360.0,1.0,Urban,N,4.605170185988092,8.42639282708974,4566.0
LP002337,Female,No,0,Graduate,No,2995,0.0,360.0,1.0,Urban,Y,4.0943445622221,8.00469951054955,2995.0
LP001385,Male,No,0,Graduate,No,5316,0.0,360.0,1.0,Urban,Y,4.912654885736052,8.578476419833136,5316.0
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,180.0,1.0,Semiurban,N,4.248495242049359,7.6638772587034705,8796.0
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,360.0,1.0,Urban,Y,4.553876891600541,8.017307507688582,4492.0
LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,360.0,1.0,Rural,Y,4.875197323201151,7.579678823090456,4394.0
LP002114,Female,No,0,Graduate,No,4160,0.0,360.0,1.0,Semiurban,Y,4.2626798770413155,8.333270353255308,4160.0
LP001131,Male,Yes,0,Graduate,No,3941,2336.0,360.0,1.0,Semiurban,Y,4.897839799950911,8.279189777195004,6277.0
LP001367,Male,Yes,1,Graduate,No,3052,1030.0,360.0,1.0,Urban,Y,4.605170185988092,8.023552392404348,4082.0
LP001014,Male,Yes,3+,Graduate,No,3036,2504.0,360.0,0.0,Semiurban,N,5.062595033026967,8.01829613851552,5540.0
LP001225,Male,Yes,0,Graduate,No,5726,4595.0,360.0,1.0,Semiurban,N,5.552959584921617,8.65277248565806,10321.0
LP002110,Male,Yes,1,Graduate,No,5250,688.0,360.0,1.0,Rural,Y,5.075173815233827,8.565983355585669,5938.0
LP001504,Male,No,0,Graduate,Yes,6950,0.0,180.0,1.0,Semiurban,Y,5.1647859739235145,8.846496938558838,6950.0
LP001275,Male,Yes,1,Graduate,No,3988,0.0,240.0,1.0,Urban,Y,3.912023005428146,8.291045131081729,3988.0
LP001768,Male,Yes,0,Graduate,No,3716,0.0,180.0,1.0,Rural,Y,3.7376696182833684,8.22040309993373,3716.0
LP002940,Male,No,0,Not Graduate,No,3833,0.0,360.0,1.0,Rural,Y,4.700480365792417,8.251403065380556,3833.0
LP001248,Male,No,0,Graduate,No,3500,0.0,300.0,1.0,Semiurban,Y,4.394449154672439,8.160518247477505,3500.0
LP001877,Male,Yes,2,Graduate,No,4708,1387.0,360.0,1.0,Semiurban,Y,5.0106352940962555,8.457018468380168,6095.0
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,360.0,1.0,Urban,Y,4.6443908991413725,7.739359202689098,3819.0
LP001586,Male,Yes,3+,Not Graduate,No,3522,0.0,180.0,1.0,Rural,N,4.394449154672439,8.166784289056151,3522.0
LP001634,Male,No,0,Graduate,No,1916,5063.0,360.0,,Rural,N,4.204692619390966,7.557994958530806,6979.0
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,360.0,1.0,Rural,N,5.231108616854587,8.761393485256058,7383.0
LP002006,Female,No,0,Graduate,No,2507,0.0,360.0,1.0,Rural,Y,4.02535169073515,7.826842098158293,2507.0
LP001345,Male,Yes,2,Not Graduate,No,4288,3263.0,180.0,1.0,Urban,Y,4.890349128221754,8.363575702750637,7551.0
LP002917,Female,No,0,Not Graduate,No,2165,0.0,360.0,1.0,Semiurban,Y,4.248495242049359,7.68017564043659,2165.0
LP001608,Male,Yes,2,Graduate,No,2045,1619.0,360.0,1.0,Rural,Y,4.61512051684126,7.623153068476902,3664.0
LP001570,Male,Yes,2,Graduate,No,4167,1447.0,360.0,1.0,Rural,Y,5.062595033026967,8.334951631422454,5614.0
LP001811,Male,Yes,0,Not Graduate,No,3406,4417.0,360.0,1.0,Semiurban,Y,4.812184355372417,8.133293861222633,7823.0
LP002478,,Yes,0,Graduate,Yes,2083,4083.0,360.0,,Semiurban,Y,5.075173815233827,7.641564441260972,6166.0
LP002789,Male,Yes,0,Graduate,No,3593,4266.0,180.0,0.0,Rural,N,4.882801922586371,8.186742787113518,7859.0
LP001013,Male,Yes,0,Not Graduate,No,2333,1516.0,360.0,1.0,Urban,Y,4.553876891600541,7.75491027202143,3849.0
LP001806,Male,No,0,Graduate,No,2965,5701.0,60.0,1.0,Urban,Y,5.043425116919247,7.994632311431825,8666.0
LP001657,Male,Yes,0,Not Graduate,No,6033,0.0,360.0,1.0,Urban,N,5.075173815233827,8.704999678440762,6033.0
LP001543,Male,Yes,1,Graduate,No,9538,0.0,360.0,1.0,Urban,Y,5.231108616854587,9.16303909885817,9538.0
LP001865,Male,Yes,1,Graduate,No,6083,4250.0,360.0,,Urban,Y,5.799092654460526,8.713253274320705,10333.0
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,360.0,1.0,Urban,Y,4.564348191467836,7.393263094763838,3428.0
LP002314,Female,No,0,Not Graduate,No,2213,0.0,360.0,1.0,Rural,Y,4.189654742026425,7.70210434005105,2213.0
LP001868,Male,No,0,Graduate,No,2060,2209.0,360.0,1.0,Semiurban,Y,4.897839799950911,7.630461261783627,4269.0
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,360.0,1.0,Rural,Y,4.553876891600541,7.888334500738654,4749.0
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,360.0,1.0,Rural,Y,4.927253685157205,8.873748128154395,7142.0
LP002387,Male,Yes,0,Graduate,No,2425,2340.0,360.0,1.0,Semiurban,Y,4.962844630259907,7.793586803371584,4765.0
LP001473,Male,No,0,Graduate,No,2014,1929.0,360.0,1.0,Urban,Y,4.30406509320417,7.607878073278507,3943.0
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,360.0,,Semiurban,Y,5.556828061699537,8.753529336516431,10916.0
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,360.0,1.0,Urban,Y,4.984280948055957,7.70210434005105,3338.0
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,360.0,1.0,Urban,Y,5.236441962829949,7.8156105320351905,5492.0
LP001003,Male,Yes,1,Graduate,No,4583,1508.0,360.0,1.0,Rural,N,4.852030263919617,8.430109084509125,6091.0
LP002393,Female,,,Graduate,No,10047,0.0,240.0,1.0,Semiurban,Y,4.984280948055957,9.215029361462314,10047.0
LP001637,Male,Yes,1,Graduate,No,33846,0.0,360.0,1.0,Semiurban,N,5.560681631015528,10.429576102968031,33846.0
LP002224,Male,No,0,Graduate,No,3069,0.0,480.0,1.0,Urban,N,4.2626798770413155,8.029107054619736,3069.0
LP001384,Male,Yes,3+,Not Graduate,No,2071,754.0,480.0,1.0,Semiurban,Y,4.543294782270004,7.635786861395585,2825.0
LP001404,Female,Yes,0,Graduate,No,3167,2283.0,360.0,1.0,Semiurban,Y,5.0369526024136295,8.06054004653864,5450.0
LP002036,Male,Yes,0,Graduate,No,2058,2134.0,360.0,,Urban,Y,4.477336814478207,7.629489916393995,4192.0
LP002263,Male,Yes,0,Graduate,No,2583,2115.0,360.0,,Urban,Y,4.787491742782046,7.8567067930958405,4698.0
LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,360.0,1.0,Semiurban,Y,5.41610040220442,9.756320761816548,17263.0
LP002545,Male,No,2,Graduate,No,3547,0.0,360.0,0.0,Rural,N,4.382026634673881,8.173857454773621,3547.0
LP002262,Male,Yes,3+,Graduate,No,9504,0.0,360.0,1.0,Rural,Y,5.616771097666572,9.159468041602427,9504.0
LP002229,Male,No,0,Graduate,No,5941,4232.0,360.0,1.0,Semiurban,Y,5.69035945432406,8.689632748355741,10173.0
LP001908,Female,Yes,0,Not Graduate,No,4100,0.0,360.0,,Rural,Y,4.820281565605037,8.318742252692399,4100.0
LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,360.0,,Urban,Y,5.225746673713202,8.581669210600602,6464.0
LP001195,Male,Yes,0,Graduate,No,2132,1591.0,360.0,1.0,Semiurban,Y,4.564348191467836,7.664815785285735,3723.0
LP001894,Male,Yes,0,Graduate,No,2620,2223.0,360.0,1.0,Semiurban,Y,5.0106352940962555,7.8709295967551425,4843.0
LP002004,Male,No,0,Not Graduate,No,2927,2405.0,360.0,1.0,Semiurban,Y,4.709530201312334,7.9817332866918855,5332.0
LP001370,Male,No,0,Not Graduate,No,7333,0.0,360.0,1.0,Rural,N,4.787491742782046,8.9001399880938,7333.0
LP001430,Female,No,0,Graduate,No,4166,0.0,360.0,1.0,Semiurban,Y,3.784189633918261,8.334711621820917,4166.0
LP001243,Male,Yes,0,Graduate,No,3208,3066.0,360.0,1.0,Urban,Y,5.147494476813453,8.073402968986406,6274.0
LP001990,Male,No,0,Not Graduate,No,2000,0.0,360.0,1.0,Urban,N,4.984280948055957,7.600902459542082,2000.0
LP001786,Male,Yes,0,Graduate,No,5746,0.0,360.0,,Urban,N,5.541263545158426,8.656259239539235,5746.0
LP001664,Male,No,0,Graduate,No,4191,0.0,360.0,1.0,Rural,Y,4.787491742782046,8.340694647925071,4191.0
LP001688,Male,Yes,1,Not Graduate,No,3500,1083.0,360.0,1.0,Urban,Y,4.90527477843843,8.160518247477505,4583.0
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,360.0,0.0,Rural,N,5.0106352940962555,8.113726085970747,5050.0
LP002602,Male,No,0,Graduate,No,6283,4416.0,360.0,0.0,Rural,N,5.342334251964811,8.745602852402946,10699.0
LP002398,Male,No,0,Graduate,No,1926,1851.0,360.0,1.0,Semiurban,Y,3.912023005428146,7.563200592358071,3777.0
LP002223,Male,Yes,0,Graduate,No,4310,0.0,360.0,,Semiurban,Y,4.867534450455582,8.368693183097793,4310.0
LP001870,Female,No,1,Graduate,No,3481,0.0,36.0,1.0,Semiurban,N,5.043425116919247,8.15507488781144,3481.0
LP001318,Male,Yes,2,Graduate,No,6250,5654.0,180.0,1.0,Semiurban,Y,5.236441962829949,8.740336742730447,11904.0
LP001708,Female,No,0,Graduate,No,10000,0.0,360.0,1.0,Semiurban,N,5.365976015021851,9.210340371976184,10000.0
LP001325,Male,No,0,Not Graduate,No,3620,0.0,120.0,1.0,Semiurban,Y,3.2188758248682006,8.194229304819817,3620.0
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,360.0,1.0,Urban,Y,4.997212273764115,8.096512917501594,5318.0
LP001922,Male,Yes,0,Graduate,No,20667,0.0,360.0,1.0,Rural,N,4.984280948055957,9.936293504261306,20667.0
LP001421,Male,Yes,0,Graduate,No,5568,2142.0,360.0,1.0,Rural,N,5.1647859739235145,8.624791202014256,7710.0
LP001265,Female,No,0,Graduate,No,3846,0.0,360.0,1.0,Semiurban,Y,4.709530201312334,8.254788926148725,3846.0
LP001535,Male,No,0,Graduate,No,3254,0.0,360.0,1.0,Urban,Y,3.912023005428146,8.087640287778983,3254.0
LP001289,Male,No,0,Graduate,No,8566,0.0,360.0,1.0,Urban,Y,5.3471075307174685,9.055556158175316,8566.0
LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,180.0,0.0,Urban,N,3.8066624897703196,7.968665700466235,2889.0
LP002524,Male,No,2,Graduate,No,5532,4648.0,360.0,1.0,Rural,Y,5.087596335232384,8.61830469278465,10180.0
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,360.0,1.0,Rural,Y,4.718498871295094,6.932447891572509,3798.0
LP002634,Female,No,1,Graduate,No,13262,0.0,360.0,1.0,Urban,Y,3.6888794541139363,9.492658081928813,13262.0
LP001398,Male,No,0,Graduate,No,5050,0.0,360.0,1.0,Semiurban,Y,4.770684624465665,8.527143522269405,5050.0
LP001935,Male,No,0,Graduate,No,9508,0.0,360.0,1.0,Rural,Y,5.231108616854587,9.159888828480085,9508.0
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,360.0,1.0,Semiurban,Y,5.521460917862246,8.71028982137815,8069.0
LP001843,Male,Yes,1,Not Graduate,No,2661,7101.0,180.0,1.0,Semiurban,Y,5.631211781821365,7.886457270977689,9762.0
LP002101,Male,Yes,0,Graduate,No,63337,0.0,180.0,1.0,Urban,Y,6.194405391104672,11.05622495553552,63337.0
LP001334,Male,Yes,0,Not Graduate,No,4188,0.0,180.0,1.0,Semiurban,Y,4.74493212836325,8.339978571990427,4188.0
LP001949,Male,Yes,3+,Graduate,No,4416,1250.0,360.0,1.0,Urban,Y,4.700480365792417,8.392989587956931,5666.0
LP001577,Female,Yes,0,Graduate,No,4583,0.0,360.0,1.0,Rural,N,4.718498871295094,8.430109084509125,4583.0
LP001665,Male,Yes,1,Graduate,No,3125,2583.0,360.0,1.0,Semiurban,N,5.135798437050262,8.047189562170502,5708.0
LP001813,Male,No,0,Graduate,Yes,6050,4333.0,180.0,1.0,Urban,N,4.787491742782046,8.707813551024888,10383.0
LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,360.0,1.0,Rural,Y,4.700480365792417,7.720017940432244,4286.0
LP001448,,Yes,3+,Graduate,No,23803,0.0,360.0,1.0,Rural,Y,5.91350300563827,10.077566902136047,23803.0
LP002720,Male,Yes,3+,Graduate,No,4281,0.0,360.0,1.0,Urban,Y,4.605170185988092,8.361941906144946,4281.0
LP001644,,Yes,0,Graduate,Yes,674,5296.0,360.0,1.0,Rural,Y,5.123963979403259,6.513230110912307,5970.0
LP002928,Male,Yes,0,Graduate,No,3000,3416.0,180.0,1.0,Semiurban,Y,4.02535169073515,8.006367567650246,6416.0
LP001854,Male,Yes,3+,Graduate,No,5250,0.0,360.0,1.0,Urban,N,4.543294782270004,8.565983355585669,5250.0
LP001726,Male,Yes,0,Graduate,No,3727,1775.0,360.0,1.0,Semiurban,Y,4.875197323201151,8.223358899479258,5502.0
LP001516,Female,Yes,2,Graduate,No,14866,0.0,360.0,1.0,Urban,Y,4.248495242049359,9.60683200528524,14866.0
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,360.0,0.0,Semiurban,N,5.181783550292085,7.67275789664251,5386.0
LP001978,Male,No,0,Graduate,No,4000,2500.0,360.0,1.0,Rural,Y,4.941642422609304,8.294049640102028,6500.0
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,360.0,1.0,Rural,Y,5.19295685089021,8.974744612722734,9734.0
LP002116,Female,No,0,Graduate,No,2378,0.0,360.0,1.0,Rural,N,3.828641396489095,7.774015077250727,2378.0
LP001199,Male,Yes,2,Not Graduate,No,3357,2859.0,360.0,1.0,Urban,Y,4.969813299576001,8.118802996980035,6216.0
LP002129,Male,Yes,0,Graduate,No,2499,2458.0,360.0,1.0,Semiurban,Y,5.075173815233827,7.823645930834952,4957.0
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,,0.0,Urban,N,4.700480365792417,8.88875674784872,8917.0
LP001205,Male,Yes,0,Graduate,No,2500,3796.0,360.0,1.0,Urban,Y,4.787491742782046,7.824046010856292,6296.0
LP001974,Female,No,0,Graduate,No,5000,0.0,360.0,1.0,Rural,Y,4.882801922586371,8.517193191416238,5000.0
LP002776,Female,No,0,Graduate,No,5000,0.0,360.0,0.0,Semiurban,N,4.634728988229636,8.517193191416238,5000.0
LP001572,Male,Yes,0,Graduate,No,9323,0.0,180.0,1.0,Urban,Y,4.31748811353631,9.140239744296693,9323.0
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,300.0,1.0,Semiurban,Y,4.820281565605037,8.246433786160365,5297.0
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,360.0,1.0,Rural,Y,4.465908118654584,7.979338895262328,2936.12000084
LP001493,Male,Yes,2,Not Graduate,No,4200,1430.0,360.0,1.0,Rural,N,4.859812404361672,8.34283980427146,5630.0
LP001422,Female,No,0,Graduate,No,10408,0.0,360.0,1.0,Urban,Y,5.556828061699537,9.250330020192342,10408.0
LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,360.0,0.0,Rural,N,4.653960350157523,8.612503371220562,5500.0
LP002472,Male,No,2,Graduate,No,4354,0.0,360.0,1.0,Rural,Y,4.912654885736052,8.378850241794492,4354.0
LP001027,Male,Yes,2,Graduate,No,2500,1840.0,360.0,1.0,Urban,Y,4.6913478822291435,7.824046010856292,4340.0
LP001732,Male,Yes,2,Graduate,No,5000,0.0,360.0,0.0,Semiurban,N,4.276666119016055,8.517193191416238,5000.0
