Province_State,Country_Region,Confirmed,Deaths
North Dakota,US,355,1
North Dakota,US,162,1
North Dakota,US,679,3
North Dakota,US,309,2
North Dakota,US,73,0
North Dakota,US,852,0
North Dakota,US,1752,3
North Dakota,US,168,0
North Dakota,US,34,0
North Dakota,US,286,1
North Dakota,US,6,0
North Dakota,US,1959,1
North Dakota,US,70,0
North Dakota,US,1407,2
North Dakota,US,116,0
North Dakota,US,383,1
North Dakota,US,0,2
North Dakota,US,582,0
North Dakota,US,4340,8
North Dakota,US,152,0
North Dakota,US,1903,5
Northern Mariana Islands,US,1993,9
Ohio,US,1586,13
Ohio,US,5764,56
Ohio,US,2346,28
Ohio,US,3458,55
Ohio,US,4441,15
Ohio,US,2527,21
Ohio,US,3502,24
Ohio,US,2620,16
Ohio,US,22660,124
Ohio,US,879,16
Ohio,US,1827,19
Ohio,US,8536,74
Ohio,US,13463,69
Ohio,US,2582,22
Ohio,US,4491,56
Ohio,US,1555,14
Ohio,US,2314,23
Ohio,US,35461,475
Ohio,US,2587,19
Ohio,US,1853,20
Ohio,US,11327,41
Ohio,US,3956,37
Ohio,US,9093,55
Ohio,US,1924,16
Ohio,US,70632,322
Ohio,US,2017,18
Ohio,US,1652,18
Ohio,US,2273,34
Ohio,US,8852,52
Ohio,US,2248,28
Ohio,US,49371,224
Ohio,US,3707,25
Ohio,US,1371,16
Ohio,US,673,7
Ohio,US,1427,11
Ohio,US,2611,23
Ohio,US,1511,8
Ohio,US,660,13
Ohio,US,2829,30
Ohio,US,1883,16
Ohio,US,3317,32
Ohio,US,2707,18
Ohio,US,6889,99
Ohio,US,4529,25
Ohio,US,8959,46
Ohio,US,2003,22
Ohio,US,11213,132
Ohio,US,24057,153
Ohio,US,2142,14
Ohio,US,10553,99
Ohio,US,4274,21
Ohio,US,7210,52
Ohio,US,914,7
Ohio,US,1924,13
Ohio,US,5644,55
Ohio,US,720,7
Ohio,US,32407,264
Ohio,US,647,3
Ohio,US,1607,14
Ohio,US,5934,25
Ohio,US,671,4
Ohio,US,1627,14
Ohio,US,865,3
Ohio,US,1583,16
Ohio,US,3525,34
Ohio,US,1916,14
Ohio,US,5864,48
Ohio,US,1888,21
Ohio,US,1539,14
Ohio,US,6325,62
Ohio,US,5170,23
Ohio,US,2978,30
Ohio,US,5403,24
Ohio,US,2444,16
Ohio,US,2509,15
Ohio,US,15079,196
Ohio,US,19393,188
Ohio,US,8352,121
Ohio,US,3746,45
Ohio,US,0,0
Ohio,US,4031,9
Ohio,US,1219,15
Ohio,US,663,7
Ohio,US,14797,68
Ohio,US,2493,19
Ohio,US,4546,62
Ohio,US,1563,18
Ohio,US,7484,38
Ohio,US,1016,11
Oklahoma,US,1528,2
Oklahoma,US,171,0
Oklahoma,US,622,1
Oklahoma,US,180,0
Oklahoma,US,1069,6
Oklahoma,US,490,2
Oklahoma,US,2983,2
Oklahoma,US,1808,6
Oklahoma,US,10142,16
Oklahoma,US,2717,4
Oklahoma,US,3066,4
Oklahoma,US,790,1
Oklahoma,US,85,0
Oklahoma,US,23708,33
Oklahoma,US,277,0
Oklahoma,US,6801,8
Oklahoma,US,230,1
Oklahoma,US,688,4
Oklahoma,US,3422,10
Oklahoma,US,1368,8
Oklahoma,US,1866,6
Oklahoma,US,206,1
Oklahoma,US,115,1
Oklahoma,US,2223,9
Oklahoma,US,1148,8
Oklahoma,US,3406,16
Oklahoma,US,190,4
Oklahoma,US,280,2
Oklahoma,US,72,1
Oklahoma,US,121,1
Oklahoma,US,434,1
Oklahoma,US,398,1
Oklahoma,US,1317,3
Oklahoma,US,194,0
Oklahoma,US,665,0
Oklahoma,US,2223,11
Oklahoma,US,798,0
Oklahoma,US,410,3
Oklahoma,US,336,3
Oklahoma,US,2062,4
Oklahoma,US,1573,1
Oklahoma,US,2907,13
Oklahoma,US,632,1
Oklahoma,US,725,0
Oklahoma,US,1182,1
Oklahoma,US,1425,5
Oklahoma,US,2328,4
Oklahoma,US,1510,2
Oklahoma,US,1180,2
Oklahoma,US,902,5
Oklahoma,US,3184,12
Oklahoma,US,591,1
Oklahoma,US,467,1
Oklahoma,US,634,3
Oklahoma,US,45916,57
Oklahoma,US,1406,5
Oklahoma,US,2058,5
Oklahoma,US,1350,4
Oklahoma,US,0,0
Oklahoma,US,756,1
Oklahoma,US,3107,7
Oklahoma,US,2109,14
Oklahoma,US,2807,3
Oklahoma,US,4926,18
Oklahoma,US,397,2
Oklahoma,US,119,1
Oklahoma,US,4964,15
Oklahoma,US,1168,1
Oklahoma,US,2064,0
Oklahoma,US,1473,8
Oklahoma,US,1001,4
Oklahoma,US,288,4
Oklahoma,US,32686,71
Oklahoma,US,53152,431
Oklahoma,US,5515,18
Oklahoma,US,1873,12
Oklahoma,US,619,4
Oklahoma,US,298,0
Oklahoma,US,510,5
Oregon,US,652,6
Oregon,US,6349,10
Oregon,US,19499,54
Oregon,US,1286,1
Oregon,US,1967,8
Oregon,US,3126,10
Oregon,US,1761,4
Oregon,US,881,1
Oregon,US,15959,17
Oregon,US,3582,18
Oregon,US,62,0
Oregon,US,305,1
Oregon,US,183,1
Oregon,US,899,2
Oregon,US,11854,47
Oregon,US,2138,3
Oregon,US,3532,36
Oregon,US,3401,13
Oregon,US,173,2
Oregon,US,18345,29
Oregon,US,2121,7
Oregon,US,7441,17
Oregon,US,1706,4
Oregon,US,20880,35
Oregon,US,801,1
Oregon,US,37466,62
Oregon,US,4773,6
Oregon,US,89,0
Oregon,US,882,5
Oregon,US,5500,7
Oregon,US,0,0
Oregon,US,1119,2
Oregon,US,346,1
Oregon,US,1332,5
Oregon,US,31653,33
Oregon,US,68,1
Oregon,US,5429,20
Pennsylvania,US,5292,52
Pennsylvania,US,72039,279
Pennsylvania,US,2629,26
Pennsylvania,US,8112,69
Pennsylvania,US,1637,23
Pennsylvania,US,21885,173
Pennsylvania,US,4752,73
Pennsylvania,US,3204,31
Pennsylvania,US,25836,188
Pennsylvania,US,9393,57
Pennsylvania,US,7195,50
Pennsylvania,US,117,5
Pennsylvania,US,3363,30
Pennsylvania,US,6914,32
Pennsylvania,US,19903,103
Pennsylvania,US,1318,17
Pennsylvania,US,3483,39
Pennsylvania,US,1691,12
Pennsylvania,US,2974,25
Pennsylvania,US,3691,23
Pennsylvania,US,11312,92
Pennsylvania,US,12596,109
Pennsylvania,US,25298,141
Pennsylvania,US,1365,8
Pennsylvania,US,12539,54
Pennsylvania,US,5734,49
Pennsylvania,US,283,3
Pennsylvania,US,8885,70
Pennsylvania,US,731,10
Pennsylvania,US,1513,12
Pennsylvania,US,2295,24
Pennsylvania,US,3641,27
Pennsylvania,US,1506,19
Pennsylvania,US,690,20
Pennsylvania,US,10643,71
Pennsylvania,US,24343,173
Pennsylvania,US,3535,45
Pennsylvania,US,7897,69
Pennsylvania,US,22374,119
Pennsylvania,US,16268,139
Pennsylvania,US,5168,41
Pennsylvania,US,1370,11
Pennsylvania,US,4273,33
Pennsylvania,US,2216,18
Pennsylvania,US,9283,54
Pennsylvania,US,33240,168
Pennsylvania,US,948,3
Pennsylvania,US,17521,127
Pennsylvania,US,4536,27
Pennsylvania,US,1561,16
Pennsylvania,US,67437,433
Pennsylvania,US,2198,12
Pennsylvania,US,401,7
Pennsylvania,US,6598,76
Pennsylvania,US,1413,18
Pennsylvania,US,3696,44
Pennsylvania,US,204,4
Pennsylvania,US,1490,15
Pennsylvania,US,1257,13
Pennsylvania,US,0,0
Pennsylvania,US,2051,6
Pennsylvania,US,1842,19
Pennsylvania,US,1279,16
Pennsylvania,US,12586,73
Pennsylvania,US,1932,14
Pennsylvania,US,15937,128
Pennsylvania,US,947,7
Pennsylvania,US,27293,178
Puerto Rico,US,1085,0
Puerto Rico,US,2431,0
Puerto Rico,US,2718,0
Puerto Rico,US,1571,0
Puerto Rico,US,1605,0
Puerto Rico,US,1335,0
Puerto Rico,US,5335,0
Puerto Rico,US,917,0
Puerto Rico,US,1315,0
Puerto Rico,US,1691,0
Puerto Rico,US,10323,0
Puerto Rico,US,1817,0
Puerto Rico,US,7323,0
Puerto Rico,US,1985,0
Puerto Rico,US,1958,0
Puerto Rico,US,8141,0
Puerto Rico,US,1405,0
Puerto Rico,US,2325,0
Puerto Rico,US,454,0
Puerto Rico,US,964,0
Puerto Rico,US,2307,0
Puerto Rico,US,1987,0
Puerto Rico,US,1244,0
Puerto Rico,US,2357,0
Puerto Rico,US,38,0
Puerto Rico,US,1910,0
Puerto Rico,US,1465,0
Puerto Rico,US,1037,0
Puerto Rico,US,690,0
Puerto Rico,US,2171,0
Puerto Rico,US,949,0
Puerto Rico,US,4478,0
Puerto Rico,US,2603,0
Puerto Rico,US,2291,0
Puerto Rico,US,681,0
Puerto Rico,US,2913,0
Puerto Rico,US,2760,0
Puerto Rico,US,1095,0
Puerto Rico,US,2611,0
Puerto Rico,US,1913,0
Puerto Rico,US,1124,0
Puerto Rico,US,1573,0
Puerto Rico,US,527,0
Puerto Rico,US,1809,0
Puerto Rico,US,883,0
Puerto Rico,US,762,0
Puerto Rico,US,2218,0
Puerto Rico,US,241,0
Puerto Rico,US,575,0
Puerto Rico,US,3393,0
Puerto Rico,US,2323,0
Puerto Rico,US,1688,0
Puerto Rico,US,1256,0
Puerto Rico,US,1477,0
Puerto Rico,US,1016,0
Puerto Rico,US,0,0
Puerto Rico,US,1003,0
Puerto Rico,US,960,0
Puerto Rico,US,7842,0
Puerto Rico,US,1559,0
Puerto Rico,US,826,0
Puerto Rico,US,2432,0
Puerto Rico,US,980,0
Puerto Rico,US,1367,0
Puerto Rico,US,1571,0
Puerto Rico,US,16159,0
Puerto Rico,US,1848,0
Puerto Rico,US,2247,0
Puerto Rico,US,1047,0
Puerto Rico,US,3472,0
Puerto Rico,US,3955,0
Puerto Rico,US,2945,0
Puerto Rico,US,7503,559
Puerto Rico,US,1472,0
Puerto Rico,US,2094,0
Puerto Rico,US,3805,0
Puerto Rico,US,305,0
Puerto Rico,US,1314,0
Puerto Rico,US,1842,0
Puerto Rico,US,1740,0
Recovered,US,0,0
Rhode Island,US,4342,8
Rhode Island,US,14198,37
Rhode Island,US,6022,9
Rhode Island,US,64243,143
Rhode Island,US,15522,52
Rhode Island,US,9418,14
South Carolina,US,2003,5
South Carolina,US,9755,20
South Carolina,US,585,2
South Carolina,US,15211,45
South Carolina,US,1013,3
South Carolina,US,1482,1
South Carolina,US,11547,12
South Carolina,US,15583,23
South Carolina,US,768,0
South Carolina,US,34249,55
South Carolina,US,3019,22
South Carolina,US,2373,5
South Carolina,US,2878,12
South Carolina,US,2566,5
South Carolina,US,2329,10
South Carolina,US,4949,32
South Carolina,US,2566,7
South Carolina,US,16596,28
South Carolina,US,1502,0
South Carolina,US,2011,4
South Carolina,US,11044,27
South Carolina,US,4469,12
South Carolina,US,50401,107
South Carolina,US,7101,13
South Carolina,US,1510,3
South Carolina,US,23813,79
South Carolina,US,1492,2
South Carolina,US,6442,6
South Carolina,US,5637,9
South Carolina,US,4947,7
South Carolina,US,1235,4
South Carolina,US,30580,37
South Carolina,US,2489,9
South Carolina,US,2154,6
South Carolina,US,593,4
South Carolina,US,4319,5
South Carolina,US,5836,24
South Carolina,US,6551,22
South Carolina,US,13692,30
South Carolina,US,38117,33
South Carolina,US,1076,4
South Carolina,US,23970,78
South Carolina,US,8018,25
South Carolina,US,0,0
South Carolina,US,2060,14
South Carolina,US,2242,1
South Carolina,US,21173,20
South Dakota,US,134,0
South Dakota,US,734,2
South Dakota,US,195,1
South Dakota,US,401,5
South Dakota,US,2090,2
South Dakota,US,2106,6
South Dakota,US,289,1
South Dakota,US,126,1
South Dakota,US,455,4
South Dakota,US,45,1
South Dakota,US,669,1
South Dakota,US,151,0
South Dakota,US,931,2
South Dakota,US,1592,3
South Dakota,US,242,1
South Dakota,US,394,1
South Dakota,US,1143,6
South Dakota,US,275,2
South Dakota,US,183,0
South Dakota,US,170,3
South Dakota,US,77,1
South Dakota,US,186,2
South Dakota,US,414,6
South Dakota,US,52,0
South Dakota,US,420,1
South Dakota,US,183,0
South Dakota,US,85,0
South Dakota,US,239,0
South Dakota,US,98,0
South Dakota,US,126,1
South Dakota,US,28,0
South Dakota,US,564,4
South Dakota,US,346,4
South Dakota,US,53,0
South Dakota,US,164,1
South Dakota,US,57,0
South Dakota,US,20,1
South Dakota,US,243,0
South Dakota,US,416,4
South Dakota,US,1316,3
South Dakota,US,3239,9
South Dakota,US,271,0
South Dakota,US,161,3
South Dakota,US,204,0
South Dakota,US,50,0
South Dakota,US,1486,1
South Dakota,US,126,1
South Dakota,US,64,0
South Dakota,US,12185,36
South Dakota,US,311,2
South Dakota,US,992,2
South Dakota,US,7523,26
South Dakota,US,113,0
South Dakota,US,147,1
South Dakota,US,505,1
South Dakota,US,96,2
South Dakota,US,191,1
South Dakota,US,93,3
South Dakota,US,36,0
South Dakota,US,732,4
South Dakota,US,334,1
South Dakota,US,375,0
South Dakota,US,0,0
South Dakota,US,841,2
South Dakota,US,230,3
South Dakota,US,1213,6
South Dakota,US,35,0
Tennessee,US,5344,27
Tennessee,US,3782,8
Tennessee,US,850,4
Tennessee,US,717,4
Tennessee,US,10323,36
Tennessee,US,7793,41
Tennessee,US,2777,11
Tennessee,US,779,2
Tennessee,US,2191,8
Tennessee,US,3152,26
Tennessee,US,2462,15
Tennessee,US,1433,6
Tennessee,US,1764,5
Tennessee,US,402,5
Tennessee,US,2104,22
Tennessee,US,4122,19
Tennessee,US,1213,0
Tennessee,US,2651,19
Tennessee,US,41183,119
Tennessee,US,1262,7
Tennessee,US,804,6
Tennessee,US,3254,16
Tennessee,US,3283,13
Tennessee,US,2186,17
Tennessee,US,1118,19
Tennessee,US,3189,9
Tennessee,US,4836,15
Tennessee,US,2339,11
Tennessee,US,1399,7
Tennessee,US,5005,37
Tennessee,US,662,3
Tennessee,US,4227,28
Tennessee,US,21447,106
Tennessee,US,397,3
Tennessee,US,1331,11
Tennessee,US,1917,9
Tennessee,US,3423,24
Tennessee,US,1534,4
Tennessee,US,2194,10
Tennessee,US,1631,18
Tennessee,US,1298,6
Tennessee,US,415,3
Tennessee,US,793,3
Tennessee,US,670,3
Tennessee,US,3534,21
Tennessee,US,561,10
Tennessee,US,31214,116
Tennessee,US,521,1
Tennessee,US,1916,8
Tennessee,US,3289,10
Tennessee,US,700,2
Tennessee,US,2312,4
Tennessee,US,3581,17
Tennessee,US,1722,11
Tennessee,US,7964,21
Tennessee,US,1878,8
Tennessee,US,2238,7
Tennessee,US,6227,21
Tennessee,US,4250,19
Tennessee,US,1609,8
Tennessee,US,806,5
Tennessee,US,3058,10
Tennessee,US,10324,39
Tennessee,US,529,4
Tennessee,US,1365,13
Tennessee,US,2776,12
Tennessee,US,12053,26
Tennessee,US,1233,12
Tennessee,US,444,2
Tennessee,US,489,2
Tennessee,US,985,3
Tennessee,US,5005,13
Tennessee,US,1936,8
Tennessee,US,3731,20
Tennessee,US,4669,28
Tennessee,US,21337,81
Tennessee,US,1834,9
Tennessee,US,587,3
Tennessee,US,6249,35
Tennessee,US,53321,246
Tennessee,US,1187,6
Tennessee,US,680,3
Tennessee,US,10071,63
Tennessee,US,11475,66
Tennessee,US,3634,15
Tennessee,US,628,7
Tennessee,US,6854,25
Tennessee,US,974,7
Tennessee,US,1160,4
Tennessee,US,332,2
Tennessee,US,2812,4
Tennessee,US,8218,34
Tennessee,US,1060,6
Tennessee,US,2105,11
Tennessee,US,1613,6
Tennessee,US,13341,40
Tennessee,US,8979,42
Texas,US,1284,12
Texas,US,940,4
Texas,US,1871,17
Texas,US,946,4
Texas,US,568,0
Texas,US,59,0
Texas,US,3304,6
Texas,US,1131,4
Texas,US,122,1
Texas,US,636,6
Texas,US,4867,8
Texas,US,189,4
Texas,US,1562,6
Texas,US,16413,32
Texas,US,164239,205
Texas,US,845,2
Texas,US,28,0
Texas,US,852,3
Texas,US,3625,23
Texas,US,19631,45
Texas,US,15233,7
Texas,US,63,1
Texas,US,111,1
Texas,US,301,2
Texas,US,2156,19
Texas,US,947,1
Texas,US,1689,8
Texas,US,3619,9
Texas,US,1308,2
Texas,US,653,5
Texas,US,19412,44
Texas,US,386,2
Texas,US,184,2
Texas,US,1372,10
Texas,US,458,4
Texas,US,1677,5
Texas,US,1518,4
Texas,US,244,4
Texas,US,293,1
Texas,US,192,1
Texas,US,164,0
Texas,US,213,5
Texas,US,53061,102
Texas,US,93,2
Texas,US,648,1
Texas,US,7206,19
Texas,US,555,5
Texas,US,150,0
Texas,US,1321,9
Texas,US,3532,10
Texas,US,19,0
Texas,US,297,2
Texas,US,281,0
Texas,US,351,3
Texas,US,104,2
Texas,US,124,3
Texas,US,128543,287
Texas,US,471,8
Texas,US,1138,0
Texas,US,458,5
Texas,US,326,0
Texas,US,49842,98
Texas,US,81,0
Texas,US,1277,1
Texas,US,100,2
Texas,US,893,3
Texas,US,347,7
Texas,US,7941,39
Texas,US,78,1
Texas,US,47477,256
Texas,US,10718,27
Texas,US,1674,4
Texas,US,663,4
Texas,US,990,11
Texas,US,677,3
Texas,US,91,1
Texas,US,296,4
Texas,US,25,1
Texas,US,45814,38
Texas,US,386,0
Texas,US,612,7
Texas,US,976,4
Texas,US,293,7
Texas,US,21500,58
Texas,US,232,1
Texas,US,967,12
Texas,US,34,0
Texas,US,318,1
Texas,US,630,4
Texas,US,776,15
Texas,US,7336,31
Texas,US,4335,18
Texas,US,1781,3
Texas,US,7753,11
Texas,US,1478,17
Texas,US,94,5
Texas,US,458,0
Texas,US,90,0
Texas,US,86,0
Texas,US,1665,8
Texas,US,224014,460
Texas,US,1995,14
Texas,US,63,1
Texas,US,190,0
Texas,US,16660,38
Texas,US,70,1
Texas,US,4919,21
Texas,US,45475,104
Texas,US,1635,10
Texas,US,1664,9
Texas,US,2380,20
Texas,US,1153,8
Texas,US,583,6
Texas,US,967,8
Texas,US,132,2
Texas,US,3829,12
Texas,US,872,13
Texas,US,192,1
Texas,US,354,1
Texas,US,251,3
Texas,US,1150,5
Texas,US,14,2
Texas,US,7639,26
Texas,US,1065,0
Texas,US,2448,3
Texas,US,8953,51
Texas,US,605,7
Texas,US,729,3
Texas,US,8043,24
Texas,US,1683,4
Texas,US,10,0
Texas,US,39,0
Texas,US,1632,17
Texas,US,200,1
Texas,US,4,0
Texas,US,122,0
Texas,US,1666,1
Texas,US,87,0
Texas,US,467,1
Texas,US,2022,11
Texas,US,430,5
Texas,US,1173,4
Texas,US,728,6
Texas,US,733,2
Texas,US,590,2
Texas,US,2974,10
Texas,US,872,5
Texas,US,44,0
Texas,US,322,2
Texas,US,637,4
Texas,US,98,0
Texas,US,25112,106
Texas,US,390,3
Texas,US,654,3
Texas,US,224,0
Texas,US,221,0
Texas,US,192,1
Texas,US,1335,8
Texas,US,7003,12
Texas,US,256,2
Texas,US,12574,41
Texas,US,31,0
Texas,US,2140,6
Texas,US,122,1
Texas,US,5028,34
Texas,US,1177,2
Texas,US,327,2
Texas,US,200,3
Texas,US,1040,11
Texas,US,31441,60
Texas,US,689,11
Texas,US,423,3
Texas,US,38,2
Texas,US,2390,4
Texas,US,2044,11
Texas,US,334,2
Texas,US,440,4
Texas,US,20502,62
Texas,US,83,4
Texas,US,45,0
Texas,US,1607,12
Texas,US,1616,8
Texas,US,822,5
Texas,US,6529,27
Texas,US,266,2
Texas,US,421,4
Texas,US,1270,9
Texas,US,7199,52
Texas,US,73,2
Texas,US,402,3
Texas,US,2933,30
Texas,US,199,3
Texas,US,155,2
Texas,US,499,3
Texas,US,850,5
Texas,US,386,0
Texas,US,22,0
Texas,US,815,2
Texas,US,5720,14
Texas,US,381,4
Texas,US,1342,10
Texas,US,181,1
Texas,US,227,0
Texas,US,1230,7
Texas,US,3130,14
Texas,US,200,2
Texas,US,153,0
Texas,US,1331,3
Texas,US,52,3
Texas,US,962,4
Texas,US,31,0
Texas,US,8606,33
Texas,US,421,5
Texas,US,4185,3
Texas,US,336,2
Texas,US,59,0
Texas,US,81,1
Texas,US,139,1
Texas,US,136,5
Texas,US,133330,273
Texas,US,6151,32
Texas,US,7,0
Texas,US,529,7
Texas,US,112,0
Texas,US,1427,9
Texas,US,9989,33
Texas,US,66604,69
Texas,US,386,3
Texas,US,569,3
Texas,US,47893,17
Texas,US,786,6
Texas,US,133,2
Texas,US,3418,1
Texas,US,3626,7
Texas,US,1981,15
Texas,US,3767,14
Texas,US,4001,8
Texas,US,1836,9
Texas,US,602,4
Texas,US,1844,3
Texas,US,25439,18
Texas,US,1521,5
Texas,US,131,1
Texas,US,8246,41
Texas,US,676,7
Texas,US,1090,4
Texas,US,39159,52
Texas,US,2080,7
Texas,US,317,1
Texas,US,4037,19
Texas,US,1399,16
Texas,US,186,2
Texas,US,591,6
Texas,US,404,1
Texas,US,1047,3
Utah,US,13286,9
Utah,US,3762,12
Utah,US,29945,32
Utah,US,100309,142
Utah,US,865,2
Utah,US,2301,7
Utah,US,14119,57
Utah,US,4415,1
Utah,US,5924,5
Utah,US,2786,3
Utah,US,1577,4
Utah,US,50007,50
Utah,US,3124,2
Utah,US,18956,25
Vermont,US,1190,3
Vermont,US,2515,11
Vermont,US,1075,1
Vermont,US,8123,10
Vermont,US,184,0
Vermont,US,2587,2
Vermont,US,276,1
Vermont,US,963,2
Vermont,US,914,2
Vermont,US,922,2
Vermont,US,3340,15
Vermont,US,12214,7
Vermont,US,2700,9
Vermont,US,1524,3
Vermont,US,1863,3
Virgin Islands,US,4797,12
Virginia,US,2221,7
Virginia,US,4043,7
Virginia,US,9936,5
Virginia,US,798,3
Virginia,US,680,3
Virginia,US,1364,6
Virginia,US,623,5
Virginia,US,12017,9
Virginia,US,5230,17
Virginia,US,210,0
Virginia,US,3290,8
Virginia,US,394,1
Virginia,US,1632,8
Virginia,US,1166,5
Virginia,US,811,1
Virginia,US,1003,4
Virginia,US,648,1
Virginia,US,324,2
Virginia,US,1867,12
Virginia,US,1566,5
Virginia,US,1248,6
Virginia,US,279,1
Virginia,US,638,2
Virginia,US,2865,1
Virginia,US,14160,10
Virginia,US,19231,18
Virginia,US,625,4
Virginia,US,1389,3
Virginia,US,102,2
Virginia,US,229,1
Virginia,US,2693,9
Virginia,US,290,0
Virginia,US,2985,8
Virginia,US,679,2
Virginia,US,1185,2
Virginia,US,154,0
Virginia,US,624,2
Virginia,US,49623,24
Virginia,US,586,0
Virginia,US,799,0
Virginia,US,3020,16
Virginia,US,490,0
Virginia,US,1033,1
Virginia,US,2455,11
Virginia,US,607,1
Virginia,US,4713,10
Virginia,US,1374,2
Virginia,US,542,2
Virginia,US,903,2
Virginia,US,2376,3
Virginia,US,1018,2
Virginia,US,703,5
Virginia,US,975,2
Virginia,US,1113,0
Virginia,US,1808,2
Virginia,US,8640,7
Virginia,US,5499,7
Virginia,US,3228,6
Virginia,US,17442,17
Virginia,US,2566,6
Virginia,US,96,1
Virginia,US,1714,4
Virginia,US,1869,0
Virginia,US,5188,0
Virginia,US,1328,0
Virginia,US,975,0
Virginia,US,317,1
Virginia,US,482,0
Virginia,US,1199,7
Virginia,US,842,0
Virginia,US,17783,4
Virginia,US,1724,1
Virginia,US,740,1
Virginia,US,4707,14
Virginia,US,549,3
Virginia,US,2146,1
Virginia,US,1223,0
Virginia,US,542,1
Virginia,US,328,0
Virginia,US,1527,4
Virginia,US,562,2
Virginia,US,3666,4
Virginia,US,742,1
Virginia,US,1375,0
Virginia,US,10926,6
Virginia,US,11987,16
Virginia,US,774,3
Virginia,US,620,0
Virginia,US,314,0
Virginia,US,806,3
Virginia,US,1782,3
Virginia,US,1120,5
Virginia,US,647,3
Virginia,US,2257,6
Virginia,US,2781,16
Virginia,US,700,1
Virginia,US,5387,6
Virginia,US,1175,5
Virginia,US,1015,0
Virginia,US,1758,2
Virginia,US,23273,14
Virginia,US,1486,6
Virginia,US,1131,0
Virginia,US,155,0
Virginia,US,595,0
Virginia,US,12165,11
Virginia,US,5005,12
Virginia,US,5433,12
Virginia,US,519,4
Virginia,US,2836,11
Virginia,US,1307,7
Virginia,US,1910,4
Virginia,US,1216,1
Virginia,US,2269,8
Virginia,US,1706,4
Virginia,US,600,1
Virginia,US,6264,24
Virginia,US,7948,5
Virginia,US,1223,6
Virginia,US,5391,2
Virginia,US,285,1
Virginia,US,650,1
Virginia,US,1815,7
Virginia,US,0,0
Virginia,US,27031,52
Virginia,US,1719,15
Virginia,US,3037,13
Virginia,US,922,1
Virginia,US,848,1
Virginia,US,232,0
Virginia,US,1640,3
Virginia,US,2043,14
Virginia,US,1448,2
Virginia,US,2700,1
Washington,US,1230,0
Washington,US,818,3
Washington,US,15159,24
Washington,US,5738,8
Washington,US,3817,25
Washington,US,26106,86
Washington,US,106,2
Washington,US,5042,25
Washington,US,3102,1
Washington,US,296,2
Washington,US,9599,9
Washington,US,53,0
Washington,US,6191,13
Washington,US,4392,19
Washington,US,4003,3
Washington,US,1095,2
Washington,US,145878,159
Washington,US,15532,17
Washington,US,2363,2
Washington,US,796,4
Washington,US,4103,24
Washington,US,460,1
Washington,US,3831,20
Washington,US,1594,3
Washington,US,855,5
Washington,US,603,3
Washington,US,64032,150
Washington,US,484,1
Washington,US,6364,15
Washington,US,385,1
Washington,US,59591,107
Washington,US,34658,65
Washington,US,1701,6
Washington,US,16305,43
Washington,US,1839,1
Washington,US,152,0
Washington,US,4476,8
Washington,US,13414,33
Washington,US,3349,3
Washington,US,21150,30
West Virginia,US,945,7
West Virginia,US,9688,30
West Virginia,US,1687,2
West Virginia,US,734,4
West Virginia,US,997,7
West Virginia,US,7244,26
West Virginia,US,367,1
West Virginia,US,465,5
West Virginia,US,383,3
West Virginia,US,3603,7
West Virginia,US,300,2
West Virginia,US,801,5
West Virginia,US,2356,6
West Virginia,US,1236,5
West Virginia,US,1364,6
West Virginia,US,982,3
West Virginia,US,3907,13
West Virginia,US,1690,7
West Virginia,US,4338,20
West Virginia,US,13424,28
West Virginia,US,1004,8
West Virginia,US,1305,5
West Virginia,US,2275,6
West Virginia,US,3383,11
West Virginia,US,1944,10
West Virginia,US,1420,8
West Virginia,US,1066,2
West Virginia,US,3596,25
West Virginia,US,1854,8
West Virginia,US,1474,5
West Virginia,US,6810,13
West Virginia,US,1062,4
West Virginia,US,1154,5
West Virginia,US,1504,6
West Virginia,US,2987,16
West Virginia,US,462,0
West Virginia,US,377,3
West Virginia,US,432,3
West Virginia,US,1780,5
West Virginia,US,4283,6
West Virginia,US,6166,44
West Virginia,US,2257,2
West Virginia,US,452,3
West Virginia,US,797,3
West Virginia,US,694,5
West Virginia,US,951,8
West Virginia,US,430,1
West Virginia,US,487,2
West Virginia,US,0,0
West Virginia,US,1094,3
West Virginia,US,2279,3
West Virginia,US,376,0
West Virginia,US,909,3
West Virginia,US,321,1
West Virginia,US,5044,21
West Virginia,US,1820,7
Wisconsin,US,994,6
Wisconsin,US,623,4
Wisconsin,US,2335,12
Wisconsin,US,741,4
Wisconsin,US,21592,50
Wisconsin,US,667,1
Wisconsin,US,724,2
Wisconsin,US,3204,13
Wisconsin,US,3880,18
Wisconsin,US,1277,6
Wisconsin,US,4127,13
Wisconsin,US,969,3
Wisconsin,US,43053,48
Wisconsin,US,5529,16
Wisconsin,US,1932,5
Wisconsin,US,2640,0
Wisconsin,US,3022,5
Wisconsin,US,7526,9
Wisconsin,US,219,0
Wisconsin,US,7606,17
Wisconsin,US,653,7
Wisconsin,US,2493,10
Wisconsin,US,2170,3
Wisconsin,US,1025,6
Wisconsin,US,1313,1
Wisconsin,US,367,1
Wisconsin,US,1180,1
Wisconsin,US,4849,13
Wisconsin,US,1790,8
Wisconsin,US,11093,100
Wisconsin,US,1150,2
Wisconsin,US,10274,14
Wisconsin,US,761,2
Wisconsin,US,1147,7
Wisconsin,US,1259,4
Wisconsin,US,3993,28
