Province_State,Country_Region,Confirmed,Deaths
,Afghanistan,27285,1775
,Albania,598,1
,Algeria,32489,565
,Andorra,760,1
,Angola,3850,113
,Antigua and Barbuda,39,1
,Argentina,444296,11000
,Armenia,5118,102
Australian Capital Territory,Australia,0,0
New South Wales,Australia,3474,15
Northern Territory,Australia,15,0
Queensland,Australia,119,0
South Australia,Australia,55,0
Tasmania,Australia,0,0
Victoria,Australia,235,0
Western Australia,Australia,30,0
,Austria,8745,63
,Azerbaijan,8398,52
,Bahamas,2105,41
,Bahrain,3328,31
,Bangladesh,342769,6270
,Barbados,325,1
,Belarus,28786,311
Antwerp,Belgium,6585,0
Brussels,Belgium,6313,0
East Flanders,Belgium,4947,0
Flemish Brabant,Belgium,4850,0
Hainaut,Belgium,3920,0
Liege,Belgium,2300,0
Limburg,Belgium,2199,0
Luxembourg,Belgium,439,0
Namur,Belgium,814,0
Unknown,Belgium,911,61
Walloon Brabant,Belgium,1696,0
West Flanders,Belgium,3856,0
,Belize,863,8
,Benin,195,4
,Bhutan,414,1
,Bolivia,32613,1017
,Bosnia and Herzegovina,623,20
,Botswana,35247,411
Acre,Brazil,1411,59
Alagoas,Brazil,12839,461
Amapa,Brazil,3947,69
Amazonas,Brazil,14134,211
Bahia,Brazil,65884,1654
Ceara,Brazil,31688,892
Distrito Federal,Brazil,19714,366
Espirito Santo,Brazil,24302,390
Goias,Brazil,62853,1543
Maranhao,Brazil,18759,576
Mato Grosso,Brazil,36805,745
Mato Grosso do Sul,Brazil,19739,693
Minas Gerais,Brazil,162432,4152
Para,Brazil,16689,517
Paraiba,Brazil,25639,366
Parana,Brazil,88456,4315
Pernambuco,Brazil,39139,1088
Piaui,Brazil,12682,212
Rio Grande do Norte,Brazil,15653,293
Rio Grande do Sul,Brazil,149649,1850
Rio de Janeiro,Brazil,71825,3595
Rondonia,Brazil,9826,219
Roraima,Brazil,7232,108
Santa Catarina,Brazil,59043,1087
Sao Paulo,Brazil,318450,10717
Sergipe,Brazil,10382,201
Tocantins,Brazil,11901,292
,Brunei,76,0
,Bulgaria,3246,148
,Burkina Faso,103,1
,Burma,143318,6384
,Burundi,1598,1
,Cabo Verde,1228,11
,Cambodia,26530,792
,Cameroon,1206,10
Alberta,Canada,2308,27
British Columbia,Canada,2268,17
Diamond Princess,Canada,0,0
Grand Princess,Canada,0,0
Manitoba,Canada,1426,37
New Brunswick,Canada,51,1
Newfoundland and Labrador,Canada,51,0
Northwest Territories,Canada,0,0
Nova Scotia,Canada,47,1
Nunavut,Canada,0,0
Ontario,Canada,5358,160
Prince Edward Island,Canada,1,0
Quebec,Canada,2368,31
Repatriated Travellers,Canada,0,0
Saskatchewan,Canada,1206,10
Yukon,Canada,239,2
,Central African Republic,10,0
,Chad,22,0
Antofagasta,Chile,2138,78
Araucania,Chile,4084,177
Arica y Parinacota,Chile,1241,26
Atacama,Chile,1981,42
Aysen,Chile,377,11
Biobio,Chile,5205,213
Coquimbo,Chile,2600,124
Los Lagos,Chile,2918,137
Los Rios,Chile,3184,81
Magallanes,Chile,256,34
Maule,Chile,3839,159
Metropolitana,Chile,20128,1279
Nuble,Chile,1339,53
OHiggins,Chile,1972,144
Tarapaca,Chile,1315,51
Unknown,Chile,-1,0
Valparaiso,Chile,5809,331
Anhui,China,0,0
Beijing,China,17,0
Chongqing,China,5,0
Fujian,China,56,0
Gansu,China,4,0
Guangdong,China,141,0
Guangxi,China,2,0
Guizhou,China,0,0
Hainan,China,1,0
Hebei,China,0,0
Heilongjiang,China,0,0
Henan,China,30,0
Hong Kong,China,60,1
Hubei,China,36,0
Hunan,China,33,0
Inner Mongolia,China,14,0
Jiangsu,China,298,0
Jiangxi,China,0,0
Jilin,China,1,0
Liaoning,China,9,0
Macau,China,5,0
Ningxia,China,1,0
Qinghai,China,0,0
Shaanxi,China,32,0
Shandong,China,6,0
Shanghai,China,107,0
Shanxi,China,0,0
Sichuan,China,54,0
Tianjin,China,24,0
Tibet,China,0,0
Unknown,China,501,0
Xinjiang,China,0,0
Yunnan,China,412,0
Zhejiang,China,10,0
Amazonas,Colombia,220,7
Antioquia,Colombia,68558,1421
Arauca,Colombia,2067,105
Atlantico,Colombia,16383,238
Bolivar,Colombia,18542,325
Boyaca,Colombia,12663,368
Caldas,Colombia,8665,320
Capital District,Colombia,148400,2820
Caqueta,Colombia,1774,100
Casanare,Colombia,4489,143
Cauca,Colombia,9618,243
Cesar,Colombia,6408,216
Choco,Colombia,1623,36
Cordoba,Colombia,16773,459
Cundinamarca,Colombia,34041,762
Guainia,Colombia,165,6
Guaviare,Colombia,653,14
Huila,Colombia,13430,528
La Guajira,Colombia,1992,44
Magdalena,Colombia,7827,201
Meta,Colombia,12761,395
Narino,Colombia,8818,275
Norte de Santander,Colombia,11199,509
Putumayo,Colombia,1787,65
Quindio,Colombia,4993,194
Risaralda,Colombia,9306,270
San Andres y Providencia,Colombia,407,6
Santander,Colombia,24642,943
Sucre,Colombia,8366,186
Tolima,Colombia,13834,536
Unknown,Colombia,0,296
Valle del Cauca,Colombia,54307,1820
Vaupes,Colombia,54,2
Vichada,Colombia,352,8
,Comoros,85,1
,Congo (Brazzaville),491,12
,Congo (Kinshasa),8564,105
,Costa Rica,37274,356
,Cote d'Ivoire,1900,15
,Croatia,3783,54
,Cuba,200398,1543
,Cyprus,26301,47
,Czechia,6259,70
Faroe Islands,Denmark,207,1
Greenland,Denmark,72,0
,Denmark,23548,14
,Diamond Princess,0,0
,Djibouti,50,1
,Dominica,25,0
,Dominican Republic,16074,123
,Ecuador,28060,10029
,Egypt,2787,334
,El Salvador,7854,254
,Equatorial Guinea,138,1
,Eritrea,519,10
,Estonia,2600,3
,Eswatini,7136,120
,Ethiopia,4315,65
,Fiji,25564,217
,Finland,11661,22
French Guiana,France,2625,40
French Polynesia,France,1041,7
Guadeloupe,France,774,13
Martinique,France,4929,6
Mayotte,France,82,0
New Caledonia,France,5,0
Reunion,France,6648,38
Saint Barthelemy,France,292,0
Saint Pierre and Miquelon,France,2,0
St Martin,France,274,3
Wallis and Futuna,France,0,0
,France,353596,684
,Gabon,330,5
,Gambia,1630,31
,Georgia,55130,526
Baden-Wurttemberg,Germany,4564,130
Bayern,Germany,5611,69
Berlin,Germany,2348,22
Brandenburg,Germany,494,11
Bremen,Germany,389,7
Hamburg,Germany,1458,18
Hessen,Germany,3652,64
Mecklenburg-Vorpommern,Germany,261,23
Niedersachsen,Germany,3714,51
Nordrhein-Westfalen,Germany,9843,140
Rheinland-Pfalz,Germany,2115,16
Saarland,Germany,578,9
Sachsen,Germany,711,52
Sachsen-Anhalt,Germany,264,26
Schleswig-Holstein,Germany,1304,15
Thuringen,Germany,426,46
Unknown,Germany,-919,0
,Ghana,7105,27
,Greece,71722,265
,Grenada,3,0
,Guatemala,73188,1131
,Guinea,2014,57
,Guinea-Bissau,629,7
,Guyana,2381,68
,Haiti,1393,115
,Holy See,0,0
,Honduras,33735,804
,Hungary,1331,34
,Iceland,1402,0
Andaman and Nicobar Islands,India,70,1
Andhra Pradesh,India,75108,651
Arunachal Pradesh,India,12092,55
Assam,India,55829,698
Bihar,India,2779,52
Chandigarh,India,267,3
Chhattisgarh,India,7332,80
Dadra and Nagar Haveli and Daman and Diu,India,89,0
Delhi,India,2069,73
Goa,India,4285,88
Gujarat,India,1293,14
Haryana,India,1218,192
Himachal Pradesh,India,3871,41
Jammu and Kashmir,India,5647,52
Jharkhand,India,1494,16
Karnataka,India,59986,1453
Kerala,India,474456,3478
Ladakh,India,250,5
Lakshadweep,India,387,1
Madhya Pradesh,India,2001,1532
Maharashtra,India,239595,10751
Manipur,India,29033,404
Meghalaya,India,15499,252
Mizoram,India,18593,57
Nagaland,India,2640,72
Odisha,India,65818,1903
Puducherry,India,3540,44
Punjab,India,3231,222
Rajasthan,India,1191,31
Sikkim,India,6088,37
Tamil Nadu,India,77410,1381
Telangana,India,21027,136
Tripura,India,12093,72
Unknown,India,0,0
Uttar Pradesh,India,2208,162
Uttarakhand,India,1782,38
West Bengal,India,27436,414
,Indonesia,1237288,36728
,Iran,684659,6607
,Iraq,282535,1518
,Ireland,29290,35
,Israel,33734,48
Abruzzo,Italy,1393,2
Basilicata,Italy,460,1
Calabria,Italy,2092,27
Campania,Italy,7021,110
Emilia-Romagna,Italy,8046,21
Friuli Venezia Giulia,Italy,1127,1
Lazio,Italy,13207,65
Liguria,Italy,2055,12
Lombardia,Italy,11531,45
Marche,Italy,2002,3
Molise,Italy,219,1
P.A. Bolzano,Italy,503,4
P.A. Trento,Italy,655,1
Piemonte,Italy,3029,3
Puglia,Italy,2808,27
Sardegna,Italy,5119,11
Sicilia,Italy,11708,73
Toscana,Italy,8348,43
Umbria,Italy,1573,5
Valle d'Aosta,Italy,76,0
Veneto,Italy,11588,26
,Jamaica,3071,116
Aichi,Japan,3182,44
Akita,Japan,131,0
Aomori,Japan,210,1
Chiba,Japan,9502,28
Ehime,Japan,179,2
Fukui,Japan,331,1
Fukuoka,Japan,4253,13
Fukushima,Japan,925,1
Gifu,Japan,352,1
Gunma,Japan,859,3
Hiroshima,Japan,693,4
Hokkaido,Japan,3320,25
Hyogo,Japan,3354,8
Ibaraki,Japan,2092,4
Ishikawa,Japan,1250,3
Iwate,Japan,330,1
Kagawa,Japan,210,1
Kagoshima,Japan,321,1
Kanagawa,Japan,17004,38
Kochi,Japan,267,4
Kumamoto,Japan,562,4
Kyoto,Japan,1887,4
Mie,Japan,538,2
Miyagi,Japan,803,1
Miyazaki,Japan,151,0
Nagano,Japan,296,3
Nagasaki,Japan,297,0
Nara,Japan,770,2
Niigata,Japan,662,2
Oita,Japan,195,1
Okayama,Japan,688,1
Okinawa,Japan,4282,49
Osaka,Japan,11534,44
Port Quarantine,Japan,377,1
Saga,Japan,199,0
Saitama,Japan,11262,17
Shiga,Japan,508,3
Shimane,Japan,185,1
Shizuoka,Japan,1631,7
Tochigi,Japan,1335,5
Tokushima,Japan,137,0
Tokyo,Japan,46908,57
Tottori,Japan,318,0
Toyama,Japan,265,0
Unknown,Japan,0,0
Wakayama,Japan,315,0
Yamagata,Japan,133,0
Yamaguchi,Japan,161,3
Yamanashi,Japan,351,0
,Jordan,19816,292
,Kazakhstan,163855,1318
,Kenya,19143,306
,Kiribati,0,0
,"Korea, South",42453,75
,Kosovo,697,7
,Kuwait,40027,349
,Kyrgyzstan,37451,326
,Laos,4422,4
,Latvia,1399,36
,Lebanon,17511,55
,Lesotho,2187,48
,Liberia,1311,20
,Libya,59531,350
,Liechtenstein,57,0
,Lithuania,4243,25
,Luxembourg,2975,4
,MS Zaandam,0,0
,Madagascar,418,28
,Malawi,16272,462
,Maldives,3616,8
,Mali,159,8
,Malta,3748,3
,Marshall Islands,0,0
,Mauritania,5079,78
,Mauritius,2301,2
Aguascalientes,Mexico,1128,24
Baja California,Mexico,1956,174
Baja California Sur,Mexico,9304,443
Campeche,Mexico,2844,144
Chiapas,Mexico,2217,90
Chihuahua,Mexico,2482,87
Ciudad de Mexico,Mexico,100371,977
Coahuila,Mexico,3436,122
Colima,Mexico,3712,42
Durango,Mexico,2819,40
Guanajuato,Mexico,5792,55
Guerrero,Mexico,10052,259
Hidalgo,Mexico,4902,146
Jalisco,Mexico,17542,422
Mexico,Mexico,32704,889
Michoacan,Mexico,4578,188
Morelos,Mexico,2640,82
Nayarit,Mexico,6428,147
Nuevo Leon,Mexico,15637,392
Oaxaca,Mexico,6630,190
Puebla,Mexico,4860,193
Queretaro,Mexico,4182,112
Quintana Roo,Mexico,10629,291
San Luis Potosi,Mexico,5699,72
Sinaloa,Mexico,14831,599
Sonora,Mexico,8869,245
Tabasco,Mexico,10699,155
Tamaulipas,Mexico,7345,241
Tlaxcala,Mexico,1091,49
Unknown,Mexico,0,0
Veracruz,Mexico,14780,509
Yucatan,Mexico,7216,317
Zacatecas,Mexico,2267,90
,Micronesia,0,0
,Moldova,2733,61
,Monaco,311,0
,Mongolia,48247,208
,Montenegro,1820,17
,Morocco,97567,535
,Mozambique,46336,578
,Namibia,28077,1501
,Nepal,56708,730
Aruba,Netherlands,625,3
"Bonaire, Sint Eustatius and Saba",Netherlands,60,0
Curacao,Netherlands,1326,1
Drenthe,Netherlands,2530,0
Flevoland,Netherlands,3050,0
Friesland,Netherlands,4267,5
Gelderland,Netherlands,18232,6
Groningen,Netherlands,7966,2
Limburg,Netherlands,8433,7
Noord-Brabant,Netherlands,25802,5
Noord-Holland,Netherlands,41846,22
Overijssel,Netherlands,10454,6
Sint Maarten,Netherlands,152,1
Unknown,Netherlands,326,1
Utrecht,Netherlands,15835,4
Zeeland,Netherlands,2099,2
Zuid-Holland,Netherlands,41150,21
Cook Islands,New Zealand,0,0
,New Zealand,135,0
,Nicaragua,988,4
,Niger,145,2
,Nigeria,6623,28
,North Macedonia,763,8
,Norway,6344,5
,Oman,26331,710
Azad Jammu and Kashmir,Pakistan,4486,45
Balochistan,Pakistan,3260,19
Gilgit-Baltistan,Pakistan,1973,36
Islamabad,Pakistan,5314,24
Khyber Pakhtunkhwa,Pakistan,6669,144
Punjab,Pakistan,11281,306
Sindh,Pakistan,47027,543
,Palau,0,0
,Panama,31492,281
,Papua New Guinea,619,19
,Paraguay,27700,2025
Amazonas,Peru,1024,57
Ancash,Peru,2436,150
Apurimac,Peru,1132,55
Arequipa,Peru,12081,896
Ayacucho,Peru,1591,92
Cajamarca,Peru,2503,149
Callao,Peru,1524,135
Cusco,Peru,3839,188
Huancavelica,Peru,465,23
Huanuco,Peru,1240,76
Ica,Peru,1797,269
Junin,Peru,4068,240
La Libertad,Peru,3458,224
Lambayeque,Peru,1703,378
Lima,Peru,20087,1385
Loreto,Peru,2882,109
Madre de Dios,Peru,170,12
Moquegua,Peru,2158,82
Pasco,Peru,503,45
Piura,Peru,3171,229
Puno,Peru,2587,281
San Martin,Peru,1833,51
Tacna,Peru,1935,99
Tumbes,Peru,582,40
Ucayali,Peru,220,43
Unknown,Peru,-19342,-1557
,Philippines,179352,3219
,Poland,3019,217
,Portugal,88931,268
,Qatar,4173,10
,Romania,2518,425
Adygea Republic,Russia,1300,40
Altai Krai,Russia,7772,494
Altai Republic,Russia,1637,23
Amur Oblast,Russia,3667,39
Arkhangelsk Oblast,Russia,6798,51
Astrakhan Oblast,Russia,7353,251
Bashkortostan Republic,Russia,6999,180
Belgorod Oblast,Russia,3826,140
Bryansk Oblast,Russia,9554,288
Buryatia Republic,Russia,7994,446
Chechen Republic,Russia,3241,173
Chelyabinsk Oblast,Russia,8701,370
Chukotka Autonomous Okrug,Russia,347,1
Chuvashia Republic,Russia,2010,176
Dagestan Republic,Russia,5934,208
Ingushetia Republic,Russia,1488,22
Irkutsk Oblast,Russia,11522,967
Ivanovo Oblast,Russia,3211,93
Jewish Autonomous Okrug,Russia,1034,32
Kabardino-Balkarian Republic,Russia,2136,111
Kaliningrad Oblast,Russia,6743,36
Kalmykia Republic,Russia,3238,72
Kaluga Oblast,Russia,3813,103
Kamchatka Krai,Russia,1507,4
Karachay-Cherkess Republic,Russia,1528,126
Karelia Republic,Russia,5824,93
Kemerovo Oblast,Russia,5954,161
Khabarovsk Krai,Russia,9939,140
Khakassia Republic,Russia,5302,175
Khanty-Mansi Autonomous Okrug,Russia,5526,136
Kirov Oblast,Russia,3542,42
Komi Republic,Russia,8568,192
Kostroma Oblast,Russia,4007,90
Krasnodar Krai,Russia,7251,793
Krasnoyarsk Krai,Russia,13562,506
Kurgan Oblast,Russia,3426,47
Kursk Oblast,Russia,5783,162
Leningrad Oblast,Russia,7374,346
Lipetsk Oblast,Russia,6359,245
Magadan Oblast,Russia,813,40
Mari El Republic,Russia,1787,90
Mordovia Republic,Russia,1896,75
Moscow,Russia,142798,3148
Moscow Oblast,Russia,70071,708
Murmansk Oblast,Russia,7913,248
Nenets Autonomous Okrug,Russia,379,3
Nizhny Novgorod Oblast,Russia,15872,854
North Ossetia - Alania Republic,Russia,1477,34
Novgorod Oblast,Russia,4359,44
Novosibirsk Oblast,Russia,5921,276
Omsk Oblast,Russia,10584,159
Orel Oblast,Russia,2765,99
Orenburg Oblast,Russia,9003,166
Penza Oblast,Russia,6518,560
Perm Krai,Russia,11965,535
Primorsky Krai,Russia,7764,135
Pskov Oblast,Russia,4021,97
Rostov Oblast,Russia,10515,548
Ryazan Oblast,Russia,4145,190
Saint Petersburg,Russia,59373,2851
Sakha (Yakutiya) Republic,Russia,3308,123
Sakhalin Oblast,Russia,2914,64
Samara Oblast,Russia,8986,364
Saratov Oblast,Russia,6917,422
Smolensk Oblast,Russia,6864,204
Stavropol Krai,Russia,7581,212
Sverdlovsk Oblast,Russia,13680,520
Tambov Oblast,Russia,2905,89
Tatarstan Republic,Russia,1508,76
Tomsk Oblast,Russia,3056,33
Tula Oblast,Russia,4619,233
Tver Oblast,Russia,7832,146
Tyumen Oblast,Russia,7585,307
Tyva Republic,Russia,4837,10
Udmurt Republic,Russia,4308,141
Ulyanovsk Oblast,Russia,6941,291
Vladimir Oblast,Russia,7042,182
Volgograd Oblast,Russia,8572,308
Vologda Oblast,Russia,6828,218
Voronezh Oblast,Russia,13665,315
Yamalo-Nenets Autonomous Okrug,Russia,3582,49
Yaroslavl Oblast,Russia,5959,146
Zabaykalsky Krai,Russia,9593,206
,Rwanda,31432,373
,Saint Kitts and Nevis,137,0
,Saint Lucia,308,5
,Saint Vincent and the Grenadines,64,0
,Samoa,0,0
,San Marino,51,0
,Sao Tome and Principe,85,0
,Saudi Arabia,37688,417
,Senegal,19734,199
,Serbia,5578,71
,Seychelles,2611,29
,Sierra Leone,631,18
,Singapore,2513,1
,Slovakia,1446,29
,Slovenia,1915,10
,Solomon Islands,0,0
,Somalia,510,38
,South Africa,460628,11162
,South Sudan,203,2
Andalusia,Spain,86092,139
Aragon,Spain,18733,33
Asturias,Spain,12039,20
Baleares,Spain,18528,13
C. Valenciana,Spain,57865,46
Canarias,Spain,17624,33
Cantabria,Spain,7508,6
Castilla - La Mancha,Spain,14071,14
Castilla y Leon,Spain,39965,50
Catalonia,Spain,177640,76
Ceuta,Spain,327,1
Extremadura,Spain,10678,14
Galicia,Spain,28436,21
La Rioja,Spain,3774,7
Madrid,Spain,82659,78
Melilla,Spain,348,0
Murcia,Spain,10998,9
Navarra,Spain,11738,7
Pais Vasco,Spain,26716,36
Unknown,Spain,0,0
,Sri Lanka,50377,1383
,Sudan,480,16
,Summer Olympics 2020,258,0
,Suriname,3466,120
Blekinge,Sweden,50,0
Dalarna,Sweden,107,1
Gavleborg,Sweden,142,0
Gotland,Sweden,112,0
Halland,Sweden,428,0
Jamtland Harjedalen,Sweden,89,0
Jonkoping,Sweden,230,0
Kalmar,Sweden,147,0
Kronoberg,Sweden,159,0
Norrbotten,Sweden,318,1
Orebro,Sweden,168,0
Ostergotland,Sweden,273,2
Skane,Sweden,1308,0
Sormland,Sweden,177,7
Stockholm,Sweden,3257,9
Uppsala,Sweden,278,1
Varmland,Sweden,278,0
Vasterbotten,Sweden,159,0
Vasternorrland,Sweden,115,2
Vastmanland,Sweden,133,3
Vastra Gotaland,Sweden,1559,-1
,Switzerland,14489,21
,Syria,432,37
,Taiwan*,835,128
,Tajikistan,1621,31
,Tanzania,508,0
,Thailand,350480,2910
,Timor-Leste,1688,2
,Togo,1908,23
,Trinidad and Tobago,5901,227
,Tunisia,168653,5002
,Turkey,316995,1654
Alabama,US,306,1
Alabama,US,3372,14
Alabama,US,163,1
Alabama,US,211,1
Alabama,US,375,0
Alabama,US,16,0
Alabama,US,146,1
Alabama,US,625,4
Alabama,US,213,2
Alabama,US,118,3
Alabama,US,290,1
Alabama,US,20,0
Alabama,US,179,2
Alabama,US,59,0
Alabama,US,71,2
Alabama,US,692,4
Alabama,US,272,2
Alabama,US,71,2
Alabama,US,60,0
Alabama,US,453,1
Alabama,US,99,1
Alabama,US,538,4
Alabama,US,704,0
Alabama,US,121,4
Alabama,US,480,2
Alabama,US,600,5
Alabama,US,378,3
Alabama,US,713,4
Alabama,US,69,2
Alabama,US,255,0
Alabama,US,246,2
Alabama,US,54,3
Alabama,US,81,0
Alabama,US,186,1
Alabama,US,1237,4
Alabama,US,360,3
Alabama,US,4095,22
Alabama,US,34,0
Alabama,US,610,3
Alabama,US,119,0
Alabama,US,892,4
Alabama,US,516,0
Alabama,US,33,1
Alabama,US,70,0
Alabama,US,1671,7
Alabama,US,115,1
Alabama,US,177,1
Alabama,US,623,4
Alabama,US,6539,25
Alabama,US,195,0
Alabama,US,1048,13
Alabama,US,504,4
Alabama,US,0,0
Alabama,US,18,1
Alabama,US,83,0
Alabama,US,175,1
Alabama,US,129,0
Alabama,US,242,1
Alabama,US,1555,2
Alabama,US,562,2
Alabama,US,41,1
Alabama,US,467,3
Alabama,US,366,1
Alabama,US,942,1
Alabama,US,0,0
Alabama,US,422,6
Alabama,US,146,0
Alabama,US,51,0
Alabama,US,149,1
Alaska,US,6,0
Alaska,US,53,0
Alaska,US,1838,7
Alaska,US,104,0
Alaska,US,0,0
Alaska,US,4,0
Alaska,US,156,0
Alaska,US,46,0
Alaska,US,5,0
Alaska,US,10,0
Alaska,US,189,0
Alaska,US,0,0
Alaska,US,194,0
Alaska,US,502,1
Alaska,US,48,0
Alaska,US,81,0
Alaska,US,83,0
Alaska,US,315,1
Alaska,US,28,0
Alaska,US,17,0
Alaska,US,11,0
Alaska,US,15,1
Alaska,US,29,2
Alaska,US,385,0
Alaska,US,5,0
Alaska,US,28,0
Alaska,US,39,0
Alaska,US,0,0
Alaska,US,7,0
Alaska,US,5,0
Alaska,US,8,0
Arizona,US,281,3
Arizona,US,183,5
Arizona,US,547,1
Arizona,US,270,5
Arizona,US,86,3
Arizona,US,33,0
Arizona,US,78,1
Arizona,US,23556,179
Arizona,US,1718,38
Arizona,US,559,7
Arizona,US,0,0
Arizona,US,2574,32
Arizona,US,2508,17
Arizona,US,133,2
Arizona,US,0,0
Arizona,US,1360,15
Arizona,US,308,4
Arkansas,US,363,3
Arkansas,US,125,2
Arkansas,US,1070,16
Arkansas,US,2926,16
Arkansas,US,743,4
Arkansas,US,139,0
Arkansas,US,49,1
Arkansas,US,357,6
Arkansas,US,37,0
Arkansas,US,241,-1
Arkansas,US,122,0
Arkansas,US,416,0
Arkansas,US,123,3
Arkansas,US,182,2
Arkansas,US,176,2
Arkansas,US,1513,4
Arkansas,US,507,6
Arkansas,US,286,1
Arkansas,US,187,2
Arkansas,US,145,1
Arkansas,US,105,0
Arkansas,US,194,3
Arkansas,US,1974,8
Arkansas,US,139,0
Arkansas,US,165,2
Arkansas,US,1550,11
Arkansas,US,321,2
Arkansas,US,592,2
Arkansas,US,136,0
Arkansas,US,618,4
Arkansas,US,110,0
Arkansas,US,532,5
Arkansas,US,243,3
Arkansas,US,136,0
Arkansas,US,1039,14
Arkansas,US,268,1
Arkansas,US,41,1
Arkansas,US,141,0
Arkansas,US,72,1
Arkansas,US,92,1
Arkansas,US,89,0
Arkansas,US,224,-2
Arkansas,US,1178,10
Arkansas,US,208,4
Arkansas,US,391,4
Arkansas,US,268,-1
Arkansas,US,231,1
Arkansas,US,78,1
Arkansas,US,57,0
Arkansas,US,79,2
Arkansas,US,159,1
Arkansas,US,248,2
Arkansas,US,237,2
Arkansas,US,302,3
Arkansas,US,121,0
Arkansas,US,293,5
Arkansas,US,125,0
Arkansas,US,588,3
Arkansas,US,84,1
Arkansas,US,6067,34
Arkansas,US,128,0
Arkansas,US,1899,11
Arkansas,US,99,2
Arkansas,US,217,1
Arkansas,US,1157,2
Arkansas,US,108,1
Arkansas,US,261,5
Arkansas,US,222,2
Arkansas,US,156,1
Arkansas,US,430,0
Arkansas,US,220,2
Arkansas,US,217,2
Arkansas,US,2549,13
Arkansas,US,1259,10
Arkansas,US,60,0
Arkansas,US,167,0
California,US,7311,17
California,US,0,0
California,US,166,2
California,US,916,4
California,US,143,2
California,US,78,1
California,US,6624,18
California,US,204,0
California,US,879,3
California,US,3250,17
California,US,61,0
California,US,619,3
California,US,656,4
California,US,43,3
California,US,2156,18
California,US,737,4
California,US,736,4
California,US,80,0
California,US,52603,192
California,US,535,5
California,US,731,6
California,US,33,0
California,US,368,0
California,US,913,5
California,US,3,1
California,US,19,0
California,US,742,33
California,US,444,1
California,US,608,1
California,US,8790,19
California,US,2083,7
California,US,56,1
California,US,9531,26
California,US,9065,51
California,US,164,0
California,US,8621,245
California,US,17152,18
California,US,4626,4
California,US,3810,52
California,US,813,5
California,US,2475,7
California,US,1363,13
California,US,4624,93
California,US,474,-1
California,US,583,8
California,US,11,0
California,US,156,2
California,US,2497,-8
California,US,2103,14
California,US,2413,15
California,US,571,13
California,US,159,3
California,US,35,0
California,US,1396,1
California,US,381,0
California,US,43,0
California,US,3077,11
California,US,1010,2
California,US,546,-1
Colorado,US,1624,16
Colorado,US,84,2
Colorado,US,1898,8
Colorado,US,105,0
Colorado,US,9,1
Colorado,US,5,0
Colorado,US,814,3
Colorado,US,222,1
Colorado,US,74,1
Colorado,US,6,1
Colorado,US,31,1
Colorado,US,25,2
Colorado,US,6,0
Colorado,US,4,1
Colorado,US,9,2
Colorado,US,145,4
Colorado,US,1945,12
Colorado,US,2,0
Colorado,US,1026,4
Colorado,US,246,2
Colorado,US,3151,40
Colorado,US,68,0
Colorado,US,118,3
Colorado,US,283,5
Colorado,US,14,0
Colorado,US,37,0
Colorado,US,51,0
Colorado,US,8,0
Colorado,US,18,0
Colorado,US,1,0
Colorado,US,1514,15
Colorado,US,0,0
Colorado,US,28,1
Colorado,US,174,3
Colorado,US,13,1
Colorado,US,1057,4
Colorado,US,111,0
Colorado,US,13,0
Colorado,US,17,0
Colorado,US,963,12
Colorado,US,5,0
Colorado,US,163,3
Colorado,US,81,2
Colorado,US,215,4
Colorado,US,25,0
Colorado,US,19,3
Colorado,US,20,2
Colorado,US,0,0
Colorado,US,61,1
Colorado,US,2,0
Colorado,US,79,0
Colorado,US,29,2
Colorado,US,359,8
Colorado,US,73,0
Colorado,US,48,2
Colorado,US,149,0
Colorado,US,18,2
Colorado,US,1,0
Colorado,US,29,0
Colorado,US,5,0
Colorado,US,250,0
Colorado,US,79,0
Colorado,US,5,0
Colorado,US,3,0
Colorado,US,1127,4
Colorado,US,13,1
Connecticut,US,1166,1
Connecticut,US,1396,2
Connecticut,US,171,0
Connecticut,US,208,0
Connecticut,US,1277,9
Connecticut,US,388,0
Connecticut,US,173,1
Connecticut,US,14,0
Connecticut,US,155,1
Delaware,US,332,33
Delaware,US,974,60
Delaware,US,486,46
Delaware,US,1,0
Diamond Princess,US,0,0
District of Columbia,US,1036,8
Florida,US,2345,0
Florida,US,726,0
Florida,US,3349,0
Florida,US,611,0
Florida,US,8318,0
Florida,US,22570,0
Florida,US,277,0
Florida,US,1193,0
Florida,US,1271,0
Florida,US,4095,0
Florida,US,3580,0
Florida,US,1083,0
Florida,US,190,0
Florida,US,190,0
Florida,US,22748,0
Florida,US,3101,0
Florida,US,1464,0
Florida,US,120,0
Florida,US,508,0
Florida,US,212,0
Florida,US,39,0
Florida,US,292,0
Florida,US,131,0
Florida,US,401,0
Florida,US,283,0
Florida,US,2290,0
Florida,US,689,0
Florida,US,17725,0
Florida,US,170,0
Florida,US,1489,0
Florida,US,761,0
Florida,US,119,0
Florida,US,95,0
Florida,US,4555,0
Florida,US,6551,0
Florida,US,3208,0
Florida,US,497,0
Florida,US,126,0
Florida,US,151,0
Florida,US,3575,0
Florida,US,3992,0
Florida,US,1691,0
Florida,US,40941,0
Florida,US,563,0
Florida,US,2281,0
Florida,US,1840,0
Florida,US,324,0
Florida,US,20020,0
Florida,US,5575,0
Florida,US,14699,0
Florida,US,6073,0
Florida,US,9141,0
Florida,US,9179,0
Florida,US,1130,0
Florida,US,1644,0
Florida,US,3182,0
